City_ID,City,Lat,Lng,Weather Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country
61,Bima,-8.4667,118.7167,scattered clouds,73.92,88,29,2.95,ID
62,Dahuk,36.8695,42.994,scattered clouds,61.41,29,38,3.36,IQ
63,Kyshtovka,56.555,76.6271,broken clouds,29.71,81,62,4.68,RU
64,San Miguel,13.4833,-88.1833,clear sky,100.4,34,0,2.3,SV
65,Arawa,-6.2132,155.5367,moderate rain,77.58,93,100,3.13,PG
66,Souillac,-20.5167,57.5167,light rain,77.0,94,75,6.91,MU
67,Hermanus,-34.4187,19.2345,clear sky,61.0,83,0,3.0,ZA
68,Fier,40.7239,19.5561,overcast clouds,53.65,87,100,5.88,AL
69,Tarko-Sale,64.9225,77.785,broken clouds,27.0,78,74,5.99,RU
70,Bonthe,7.5264,-12.505,broken clouds,81.19,82,63,7.47,SL
71,Turukhansk,65.8167,87.9833,overcast clouds,27.28,94,100,11.77,RU
72,Saldanha,-33.0117,17.9442,clear sky,59.05,90,0,5.88,ZA
73,Flinders,-34.5833,150.8552,clear sky,61.0,58,0,4.0,AU
74,Krasnyy Chikoy,50.3643,108.7512,light snow,31.3,90,100,5.21,RU
75,Nikolskoye,59.7035,30.7861,overcast clouds,45.0,87,90,5.93,RU
76,Chitral,35.8462,71.7858,clear sky,43.02,48,4,8.08,PK
77,Sept-Iles,50.2001,-66.3821,light intensity drizzle,39.99,100,90,9.22,CA
78,Glasgow,55.8652,-4.2576,overcast clouds,44.01,81,100,4.61,GB
79,Cape Girardeau,37.3834,-89.7168,clear sky,57.99,26,1,3.44,US
80,Aykhal,66.0,111.5,light snow,22.6,93,99,26.11,RU
81,Hobart,-42.8794,147.3294,broken clouds,55.4,47,75,10.36,AU
82,Lunavada,23.1333,73.6167,clear sky,79.77,43,1,4.68,IN
83,Carauari,-4.8828,-66.8958,broken clouds,75.29,94,77,2.53,BR
84,Makakilo City,21.3469,-158.0858,broken clouds,84.2,51,75,13.8,US
85,Sol-Iletsk,51.1631,54.9918,overcast clouds,45.19,72,100,10.27,RU
86,Vardo,70.3705,31.1107,broken clouds,33.8,75,75,4.61,NO
87,Narsaq,60.9167,-46.05,few clouds,50.0,29,20,11.5,GL
88,Turbat,26.0023,63.044,clear sky,87.6,19,0,5.57,PK
89,Klaksvik,62.2266,-6.589,overcast clouds,41.0,87,90,5.86,FO
90,Saint Anthony,45.0205,-93.218,clear sky,64.4,20,1,11.5,US
91,Saint George,37.1041,-113.5841,clear sky,75.99,16,1,16.11,US
92,Staryy Nadym,65.6118,72.6842,broken clouds,30.27,84,74,16.93,RU
93,Ptghni,40.2558,44.5841,clear sky,55.4,44,3,4.61,AM
94,Codajas,-3.8367,-62.0569,scattered clouds,74.91,94,44,2.64,BR
95,Inhambane,-23.865,35.3833,scattered clouds,70.05,77,34,6.11,MZ
96,Niquelandia,-14.4739,-48.4597,clear sky,69.31,62,1,2.89,BR
97,Prince Rupert,54.3161,-130.3201,clear sky,57.2,38,1,8.05,CA
98,Bluff,-46.6,168.3333,overcast clouds,54.0,89,100,5.99,NZ
99,Lebu,-37.6167,-73.65,overcast clouds,52.32,76,89,2.3,CL
100,Glendive,47.1053,-104.7125,clear sky,64.99,15,1,4.61,US
101,Dikson,73.5069,80.5464,overcast clouds,27.46,93,100,23.42,RU
102,Arraial Do Cabo,-22.9661,-42.0278,few clouds,71.6,88,20,14.97,BR
103,Khorixas,-20.3667,14.9667,overcast clouds,77.72,29,94,1.81,NA
104,Yellowknife,62.456,-114.3525,broken clouds,17.01,53,75,18.41,CA
105,Port Macquarie,-31.4333,152.9167,clear sky,62.01,57,0,1.99,AU
106,Mirabad,30.4362,61.8383,clear sky,72.19,12,0,19.1,AF
107,Lukovetskiy,64.2956,41.9211,light rain,37.4,87,75,4.47,RU
108,Carutapera,-1.195,-46.02,overcast clouds,75.83,91,100,3.91,BR
109,Thompson,55.7435,-97.8558,light snow,21.2,68,75,18.41,CA
110,Bathsheba,13.2167,-59.5167,scattered clouds,80.6,61,40,19.57,BB
111,Qaanaaq,77.484,-69.3632,broken clouds,13.57,81,79,8.14,GL
112,Khandyga,62.6667,135.6,overcast clouds,15.22,88,99,3.96,RU
113,Nome,64.5011,-165.4064,clear sky,44.6,49,1,8.05,US
114,Castro,-24.7911,-50.0119,overcast clouds,58.05,84,98,3.58,BR
115,Alice Springs,-23.7,133.8833,clear sky,53.6,62,0,2.3,AU
116,Wamba,8.9333,8.6,light rain,80.47,71,72,2.06,NG
117,Port Elizabeth,-33.918,25.5701,clear sky,64.4,94,0,11.5,ZA
118,Mandalgovi,45.7625,106.2708,overcast clouds,39.94,53,98,19.71,MN
119,Seoul,37.5683,126.9778,overcast clouds,60.8,59,90,8.05,KR
120,Saint-Georges,12.0564,-61.7485,few clouds,82.4,74,20,24.16,GD
121,Coihaique,-45.5752,-72.0662,light rain,48.2,81,75,5.75,CL
122,Xai-Xai,-25.0519,33.6442,overcast clouds,67.35,82,100,6.13,MZ
123,Torbay,47.6666,-52.7314,moderate rain,43.0,93,90,23.02,CA
124,Bakhmach,51.1808,32.7569,broken clouds,48.9,75,69,13.85,UA
125,Aksu,41.1231,80.2644,broken clouds,47.86,24,68,2.1,CN
126,Touros,-5.1989,-35.4608,light rain,80.6,78,40,6.91,BR
127,Caravelas,-17.7125,-39.2481,overcast clouds,73.27,88,95,4.25,BR
128,Barth,54.3635,12.7249,few clouds,44.01,81,20,12.66,DE
129,Muravlenko,63.7898,74.523,scattered clouds,26.47,82,38,15.37,RU
130,Manakara,-22.1333,48.0167,light rain,70.72,88,55,0.89,MG
131,Walvis Bay,-22.9575,14.5053,clear sky,66.2,68,3,5.75,NA
132,Stromness,58.965,-3.296,few clouds,41.0,81,20,3.29,GB
133,Byron Bay,-28.65,153.6167,clear sky,61.0,48,0,9.22,AU
134,Coquimbo,-29.9533,-71.3436,broken clouds,59.0,82,75,6.91,CL
135,Ancud,-41.8697,-73.8203,light rain,51.01,100,75,8.05,CL
136,Biak,-0.9131,122.8766,overcast clouds,77.56,81,100,4.25,ID
137,Pisco,-13.7,-76.2167,clear sky,70.0,73,0,23.02,PE
138,Atuona,-9.8,-139.0333,scattered clouds,80.82,76,49,19.53,PF
139,Tucuman,-26.8241,-65.2226,overcast clouds,66.2,94,90,3.44,AR
140,Saint-Joseph,-21.3667,55.6167,moderate rain,77.0,73,90,11.5,RE
141,Along,28.1667,94.7667,broken clouds,64.38,96,61,1.39,IN
142,Mehamn,71.0357,27.8492,overcast clouds,32.16,75,99,3.44,NO
143,Pudozh,61.8099,36.5345,broken clouds,35.02,93,69,4.79,RU
144,Emerald,-23.5333,148.1667,overcast clouds,64.4,72,90,10.36,AU
145,Motala,58.5371,15.0365,clear sky,39.2,52,9,8.05,SE
146,Shahdadkot,27.8477,67.9055,clear sky,88.0,11,0,6.53,PK
147,Chuy,-33.6971,-53.4616,clear sky,65.5,80,8,12.03,UY
148,Ulladulla,-35.35,150.4667,clear sky,57.99,54,0,11.5,AU
149,Daokou,35.5639,114.5058,broken clouds,52.41,81,80,10.92,CN
150,Kaitangata,-46.2817,169.8464,overcast clouds,55.0,84,100,2.37,NZ
151,Sozopol,42.4167,27.7,clear sky,51.8,82,0,1.14,BG
152,Portland,45.5234,-122.6762,broken clouds,66.99,48,75,3.58,US
153,Esperance,-33.8667,121.9,overcast clouds,53.6,94,99,10.36,AU
154,Grindavik,63.8424,-22.4338,overcast clouds,44.6,87,90,28.77,IS
155,Shingu,33.7333,135.9833,overcast clouds,60.53,83,89,10.74,JP
156,Bilibino,68.0546,166.4372,light snow,22.84,88,99,4.03,RU
157,Bachaquero,9.9694,-71.1494,few clouds,83.82,61,19,1.32,VE
158,Daitari,21.1,85.75,scattered clouds,76.32,71,43,3.71,IN
159,Berlevag,70.8578,29.0864,overcast clouds,33.98,70,100,10.76,NO
160,Corrales,35.2378,-106.6067,clear sky,72.0,7,1,12.66,US
161,Norman Wells,65.282,-126.8329,light snow,26.6,63,75,11.5,CA
162,Kurchum,48.5722,83.6542,clear sky,28.71,65,4,2.44,KZ
163,Maldonado,-34.6667,-54.9167,clear sky,69.8,64,0,8.05,UY
164,Severo-Kurilsk,50.6789,156.125,broken clouds,35.71,93,69,3.11,RU
165,Vierzon,47.2101,2.0625,clear sky,55.4,41,0,5.75,FR
166,Clyde River,70.4692,-68.5914,overcast clouds,19.4,68,90,9.22,CA
167,Miri,4.4148,114.0089,few clouds,75.2,94,20,3.44,MY
168,Kavieng,-2.5744,150.7967,overcast clouds,82.27,74,92,7.31,PG
169,Luderitz,-26.6481,15.1594,clear sky,64.85,71,1,7.02,NA
170,Osakarovka,50.565,72.5692,clear sky,29.1,57,1,5.84,KZ
171,Harper,4.375,-7.7169,broken clouds,81.32,82,77,7.81,LR
172,Alta Floresta,-9.8756,-56.0861,scattered clouds,72.28,94,39,1.54,BR
173,Merauke,-8.4667,140.3333,broken clouds,79.54,88,54,7.56,ID
174,Vostok,46.4856,135.8833,overcast clouds,56.03,38,100,3.4,RU
175,Cockburn Town,21.4612,-71.1419,scattered clouds,80.6,74,40,11.5,TC
176,Arbagar,51.9438,116.2805,overcast clouds,31.42,50,100,11.81,RU
177,Askiz,53.1319,90.5264,overcast clouds,29.68,71,88,4.81,RU
178,Kushiro,42.975,144.3747,few clouds,37.4,75,20,5.75,JP
179,Reisterstown,39.4696,-76.8294,broken clouds,46.99,36,77,1.01,US
180,Kiama,-34.6833,150.8667,clear sky,61.0,58,0,11.99,AU
181,Mar Del Plata,-38.0023,-57.5575,scattered clouds,68.0,94,40,8.05,AR
182,San Cristobal,7.7669,-72.225,few clouds,86.0,62,20,10.36,VE
183,Samana,19.2056,-69.3369,broken clouds,80.6,78,75,13.8,DO
184,Kavaratti,10.5669,72.642,broken clouds,83.28,69,73,7.56,IN
185,Moose Factory,51.2585,-80.6094,overcast clouds,37.4,56,90,5.75,CA
186,Talnakh,69.4865,88.3972,overcast clouds,30.9,96,100,13.13,RU
187,Samarai,-10.6167,150.6667,broken clouds,82.83,77,76,3.71,PG
188,Sikonge,-5.6333,32.7667,broken clouds,64.51,85,79,4.18,TZ
189,Saint-Philippe,-21.3585,55.7679,moderate rain,77.0,73,90,11.5,RE
190,Riyadh,24.6877,46.7219,clear sky,86.0,14,0,8.05,SA
191,Pavlohrad,48.5167,35.8667,clear sky,46.4,87,0,6.71,UA
192,Gustrow,53.7972,12.1734,few clouds,44.01,81,20,12.66,DE
193,Paita,-5.0892,-81.1144,broken clouds,73.18,73,58,17.92,PE
194,Katsuura,35.1333,140.3,clear sky,57.99,51,6,5.99,JP
195,Chulman,56.8479,124.9104,overcast clouds,17.35,87,90,4.63,RU
196,Ampanihy,-24.7,44.75,scattered clouds,68.45,85,46,9.01,MG
197,Lagoa,39.05,-27.9833,scattered clouds,56.21,78,39,41.63,PT
198,Kumluca,36.3703,30.2869,clear sky,64.71,48,5,2.68,TR
199,Vinstra,61.5952,9.7523,few clouds,22.23,91,20,6.38,NO
200,Sao Filipe,14.8961,-24.4956,broken clouds,73.02,73,59,12.39,CV
201,Polovinnoye,54.7914,65.9864,overcast clouds,43.02,59,100,13.94,RU
202,Airai,-8.9266,125.4092,scattered clouds,62.85,78,29,1.9,TL
203,Jumla,29.2747,82.1838,clear sky,34.9,78,5,6.08,NP
204,Kapaa,22.0752,-159.319,few clouds,81.0,73,20,9.22,US
205,Rosetta,31.4044,30.4164,clear sky,62.6,77,0,5.75,EG
206,Taltal,-25.4,-70.4833,few clouds,63.0,83,19,4.45,CL
207,Dukat,62.55,155.55,overcast clouds,20.21,92,100,5.3,RU
208,San Quintin,30.4833,-115.95,scattered clouds,62.11,62,34,17.05,MX
209,Jinotega,13.0917,-86.0018,scattered clouds,77.0,50,40,18.41,NI
210,Monte Santo De Minas,-21.1897,-46.9803,clear sky,62.02,67,0,7.0,BR
211,Mahebourg,-20.4081,57.7,moderate rain,77.0,94,75,6.91,MU
212,Laguna,38.421,-121.4238,clear sky,72.0,43,1,12.66,US
213,Vila Franca Do Campo,37.7167,-25.4333,scattered clouds,59.0,77,40,31.07,PT
214,Ribeira Grande,38.5167,-28.7,scattered clouds,57.13,76,50,37.49,PT
215,Emba,48.8264,58.1442,overcast clouds,50.56,46,100,16.2,KZ
216,Cidreira,-30.1811,-50.2056,clear sky,69.85,72,1,16.51,BR
217,Tiksi,71.6872,128.8694,overcast clouds,13.23,86,100,4.43,RU
218,Moranbah,-22.0016,148.0466,overcast clouds,68.72,86,100,9.26,AU
219,Mayo,38.8876,-76.5119,few clouds,51.8,30,20,14.97,US
220,Komsomolskiy,40.4272,71.7189,clear sky,48.2,76,0,1.68,UZ
221,Provideniya,64.3833,-173.3,clear sky,39.2,52,0,13.42,RU
222,Taoudenni,22.6783,-3.9836,clear sky,90.59,8,0,6.49,ML
223,Leningradskiy,69.3833,178.4167,overcast clouds,34.56,81,92,1.1,RU
224,Xining,36.6167,101.7667,scattered clouds,48.7,78,40,0.81,CN
225,Massaguet,12.4755,15.4365,broken clouds,87.8,37,59,5.39,TD
226,Ostrovnoy,68.0531,39.5131,overcast clouds,33.6,93,100,9.86,RU
227,Ayagoz,47.9714,80.4392,few clouds,24.01,71,13,10.42,KZ
228,Khovu-Aksy,51.1333,93.6,overcast clouds,24.96,69,100,4.16,RU
229,Port Lincoln,-34.7333,135.8667,overcast clouds,61.18,66,90,8.3,AU
230,Victoria,22.2855,114.1577,clear sky,77.0,83,0,4.68,HK
231,Mount Gambier,-37.8333,140.7667,overcast clouds,51.8,93,90,5.75,AU
232,Rio Grande,-32.035,-52.0986,clear sky,68.0,83,3,15.43,BR
233,Baoding,38.8511,115.4903,broken clouds,52.9,77,62,4.9,CN
234,Ostashkov,57.1467,33.1075,scattered clouds,42.64,92,50,6.2,RU
235,Ixtapa,20.7,-105.2,broken clouds,82.4,61,75,10.36,MX
236,Englewood,39.6478,-104.9878,broken clouds,48.0,53,75,4.61,US
237,Acapulco,16.8634,-99.8901,scattered clouds,86.0,58,40,13.8,MX
238,Tasiilaq,65.6145,-37.6368,overcast clouds,28.4,59,90,14.97,GL
239,Tazovskiy,67.4667,78.7,overcast clouds,30.6,89,99,17.09,RU
240,Northam,51.0333,-4.2167,clear sky,46.0,71,0,5.99,GB
241,Dudinka,69.4058,86.1778,overcast clouds,33.15,97,100,18.16,RU
242,Puli,23.9664,120.9695,mist,75.0,88,75,4.61,TW
243,Dunedin,-45.8742,170.5036,overcast clouds,64.99,64,99,1.01,NZ
244,Pevek,69.7008,170.3133,scattered clouds,22.23,72,29,10.51,RU
245,Shenjiamen,29.9576,122.298,overcast clouds,60.67,99,91,7.83,CN
246,New Philadelphia,40.4898,-81.4457,overcast clouds,46.0,45,90,10.36,US
247,Teya,60.3778,92.6267,broken clouds,14.97,98,78,2.3,RU
248,Acajutla,13.5928,-89.8275,scattered clouds,95.0,31,40,2.3,SV
249,El Paso,31.8001,-106.2005,broken clouds,80.6,9,75,21.85,US
250,Khasan,42.4308,130.6434,overcast clouds,44.38,75,100,4.52,RU
251,Jiayuguan,39.8167,98.3,scattered clouds,46.74,29,46,8.68,CN
252,Anloga,5.7947,0.8973,few clouds,84.2,84,20,11.5,GH
253,College,64.8569,-147.8028,clear sky,55.0,28,1,9.22,US
254,Gushikawa,26.3544,127.8686,moderate rain,71.6,100,75,20.71,JP
255,Oksovskiy,62.6062,39.8984,overcast clouds,36.75,93,98,4.07,RU
256,Cochrane,51.1834,-114.4687,light snow,30.0,64,90,13.8,CA
257,Kedrovyy,56.1667,91.8167,clear sky,17.6,79,0,3.53,RU
258,Montmagny,48.9734,2.3469,clear sky,52.0,53,0,10.36,FR
259,Maceio,-9.6658,-35.7353,clear sky,77.0,94,0,5.75,BR
260,Musile Di Piave,45.6169,12.564,clear sky,55.4,82,0,3.44,IT
261,Canakkale,40.0833,26.8333,clear sky,51.8,76,0,1.14,TR
262,Honiara,-9.4333,159.95,broken clouds,85.68,67,80,5.68,SB
263,Athens,37.9795,23.7162,few clouds,62.01,62,20,4.61,GR
264,Urgut,39.4022,67.2431,clear sky,50.0,66,0,11.5,UZ
265,Dinghai,26.2847,119.7936,mist,68.0,94,40,2.24,CN
266,Batemans Bay,-35.7167,150.1833,clear sky,60.01,45,3,4.07,AU
267,Karasuk,53.7377,78.0403,clear sky,30.38,77,0,6.33,RU
268,Tuktoyaktuk,69.4541,-133.0374,few clouds,12.2,73,20,9.22,CA
269,New Norfolk,-42.7826,147.0587,light rain,52.0,64,60,4.0,AU
270,Liwale,-9.7667,37.9333,few clouds,66.7,97,11,4.85,TZ
271,Smithers,54.7804,-127.1743,clear sky,51.8,25,1,6.91,CA
272,Praia Da Vitoria,38.7333,-27.0667,broken clouds,57.2,77,75,30.13,PT
273,Guerrero Negro,27.9769,-114.0611,clear sky,64.53,55,2,19.44,MX
274,Vila Velha,-20.3297,-40.2925,broken clouds,77.0,73,75,9.22,BR
275,Mount Isa,-20.7333,139.5,scattered clouds,71.6,26,29,13.8,AU
276,Lucapa,-8.4192,20.7447,overcast clouds,66.67,95,88,3.49,AO
277,Ambam,2.3833,11.2833,moderate rain,70.2,98,100,1.77,CM
278,Hedaru,-4.5,37.9,broken clouds,68.32,94,63,4.27,TZ
279,George,-33.963,22.4617,clear sky,57.2,100,0,3.44,ZA
280,Marco,25.9726,-81.729,few clouds,82.4,47,20,5.75,US
281,Kemijarvi,66.7131,27.4306,light snow,31.87,97,100,8.55,FI
282,Sidney,-33.8679,151.2073,few clouds,62.01,47,20,8.05,AU
283,Kieta,-6.2167,155.6333,moderate rain,77.63,91,99,4.09,PG
284,Chokurdakh,70.6333,147.9167,overcast clouds,0.91,95,95,6.08,RU
285,Bull Savanna,17.8868,-77.5902,scattered clouds,75.07,81,41,3.13,JM
286,Bengkulu,-3.8004,102.2655,overcast clouds,73.44,87,86,3.83,ID
287,Newport,51.5877,-2.9984,clear sky,46.4,45,0,10.36,GB
288,Sitka,57.0531,-135.33,few clouds,51.8,50,20,8.05,US
289,Lompoc,34.6391,-120.4579,broken clouds,57.0,71,52,11.5,US
290,Narasannapeta,18.4167,84.05,overcast clouds,79.72,89,88,7.18,IN
291,Talara,-4.5772,-81.2719,broken clouds,70.65,82,72,17.31,PE
292,Buraydah,26.326,43.975,clear sky,82.4,20,0,6.91,SA
293,Constitucion,-35.3333,-72.4167,overcast clouds,55.04,85,90,11.92,CL
294,Yerofey Pavlovich,53.9667,121.9667,overcast clouds,28.76,40,100,5.32,RU
295,Ipora,-16.4419,-51.1178,clear sky,67.6,55,1,3.22,BR
296,Isangel,-19.55,169.2667,broken clouds,82.4,78,75,8.39,VU
297,Hope,33.6671,-93.5916,overcast clouds,62.01,33,93,4.0,US
298,Ngunguru,-35.6167,174.5,overcast clouds,63.0,90,98,6.8,NZ
299,Fare,-16.7,-151.0167,light rain,81.03,73,4,13.69,PF
300,Kahului,20.8947,-156.47,scattered clouds,84.2,48,40,21.85,US
301,Tevaitoa,-16.7833,-151.5,light rain,80.89,74,14,14.85,PF
302,Bathurst,-33.4166,149.5806,clear sky,50.0,67,4,1.01,AU
303,Kargil,34.5667,76.1,light snow,27.27,73,100,4.45,IN
304,Dingle,10.9995,122.6711,overcast clouds,80.73,77,89,8.81,PH
305,Fethiye,36.6217,29.1164,clear sky,50.0,93,0,5.75,TR
306,Lasa,46.6166,10.7002,clear sky,45.0,70,0,4.61,IT
307,Henties Bay,-22.116,14.2845,broken clouds,64.0,86,75,3.0,NA
308,Nago,26.5881,127.9761,moderate rain,71.6,100,75,20.71,JP
309,Cobourg,50.2667,10.9667,few clouds,39.0,70,14,2.44,DE
310,Impfondo,1.6381,18.0667,few clouds,74.28,80,19,2.98,CG
311,Fort Nelson,58.8053,-122.7002,broken clouds,39.2,35,75,10.36,CA
312,Nyurba,63.2842,118.3319,light snow,26.62,93,100,12.73,RU
313,Yulara,-25.2406,130.9889,clear sky,55.4,67,0,6.91,AU
314,Camara De Lobos,32.6333,-16.9667,broken clouds,68.0,88,75,16.11,PT
315,Khani,41.9563,42.9566,overcast clouds,50.0,93,90,2.3,GE
316,Muros,42.7762,-9.0603,overcast clouds,55.0,88,85,5.91,ES
317,San Pedro,14.35,121.0167,scattered clouds,82.99,78,40,6.91,PH
318,Hayden,47.766,-116.7866,broken clouds,57.0,54,75,13.8,US
319,Jupiter,26.9342,-80.0942,clear sky,75.2,69,1,13.8,US
320,Hualmay,-11.0964,-77.6139,few clouds,68.99,83,16,9.24,PE
321,Bodden Town,19.2833,-81.25,few clouds,84.2,65,20,10.36,KY
322,Adet,11.2644,37.4888,light rain,58.75,79,94,4.97,ET
323,Gorin,51.1983,136.6669,overcast clouds,54.55,56,100,2.42,RU
324,Pokhara,28.2333,83.9833,clear sky,62.85,29,1,7.9,NP
325,Ziarat,30.3823,67.7282,clear sky,53.35,21,0,6.73,PK
326,Ilulissat,69.2167,-51.1,overcast clouds,24.8,74,100,4.61,GL
327,Husavik,66.0449,-17.3389,clear sky,39.2,87,0,3.44,IS
328,Sola,-13.8833,167.55,overcast clouds,75.2,94,90,15.57,VU
329,Buy,58.4786,41.53,few clouds,39.49,94,20,6.11,RU
330,Aripuana,-9.1667,-60.6333,scattered clouds,73.18,96,50,0.81,BR
331,Sindor,62.8629,51.8905,overcast clouds,38.8,94,100,10.16,RU
332,Port Chester,41.0018,-73.6657,broken clouds,46.0,36,75,18.41,US
333,Cambrai,50.1667,3.4167,few clouds,42.01,99,14,1.99,FR
334,Farmington,36.7281,-108.2187,scattered clouds,66.2,13,40,23.02,US
335,Kaifeng,34.7911,114.3483,mist,53.6,94,100,2.24,CN
336,Isla Mujeres,21.2311,-86.731,broken clouds,84.2,65,75,13.8,MX
337,Zhoucheng,35.9122,116.3117,few clouds,49.93,86,14,10.18,CN
338,Pacific Grove,36.6177,-121.9166,overcast clouds,59.0,67,90,12.66,US
339,Alanya,36.5438,31.9998,clear sky,59.0,88,0,5.75,TR
340,Rivera,-30.9053,-55.5508,broken clouds,65.32,77,62,5.59,UY
341,Asau,46.4333,26.4,overcast clouds,46.0,55,100,4.47,RO
342,Booue,-0.0921,11.9385,moderate rain,74.28,96,100,6.2,GA
343,Longyearbyen,78.2186,15.6401,broken clouds,17.6,62,75,2.44,SJ
344,Rio Gallegos,-51.6226,-69.2181,light rain,48.2,87,40,2.3,AR
345,Robertsport,6.7533,-11.3686,moderate rain,81.86,82,100,7.87,LR
346,Kangalassy,62.3464,129.9628,clear sky,15.8,53,0,4.47,RU
347,Tessalit,20.1986,1.0114,clear sky,84.16,7,0,7.74,ML
348,Batagay,67.6333,134.6333,overcast clouds,12.76,85,99,2.44,RU
349,Garowe,8.4054,48.4845,light rain,77.14,70,91,6.58,SO
350,Qui Nhon,13.7667,109.2333,overcast clouds,77.47,89,85,3.22,VN
351,Jibuti,11.5,42.5,haze,82.4,78,75,4.61,DJ
352,Bururi,-3.85,29.6333,overcast clouds,56.95,91,87,1.81,BI
353,Atar,20.5169,-13.0499,clear sky,80.85,12,0,6.73,MR
354,Morros,-9.4467,-46.3003,broken clouds,73.09,82,73,2.37,BR
355,Ikwiriri,-7.9562,38.9716,broken clouds,71.26,96,63,2.42,TZ
356,Pangnirtung,66.1451,-65.7125,scattered clouds,19.4,86,40,8.05,CA
357,Kendari,-3.945,122.4989,overcast clouds,75.61,93,87,3.2,ID
358,Ucluelet,48.9329,-125.5528,clear sky,55.4,76,1,8.05,CA
359,Santiago Del Estero,-27.7951,-64.2615,overcast clouds,67.05,93,100,4.63,AR
360,Karasjok,69.4719,25.5112,clear sky,30.2,69,0,4.61,NO
361,Luganville,-15.5333,167.1667,light rain,85.32,69,40,9.53,VU
362,Porto Tolle,44.9497,12.3245,clear sky,52.0,88,0,6.11,IT
363,Salalah,17.0151,54.0924,clear sky,80.6,74,0,2.3,OM
364,Flin Flon,54.7682,-101.865,overcast clouds,28.4,54,90,16.11,CA
365,Aktau,43.65,51.2,clear sky,62.6,27,0,11.18,KZ
366,Tamandare,-8.7597,-35.1047,few clouds,78.8,82,12,7.83,BR
367,Cherskiy,68.75,161.3,overcast clouds,18.34,90,100,10.36,RU
368,Tura,25.5198,90.2201,scattered clouds,69.48,66,46,1.92,IN
369,Shumyachi,53.8583,32.4242,overcast clouds,46.98,91,97,12.06,RU
370,Dancheng,33.6333,115.1833,broken clouds,54.7,89,81,7.63,CN
371,Beloha,-25.1667,45.05,scattered clouds,70.07,83,39,15.12,MG
372,Nemuro,43.3236,145.575,overcast clouds,36.03,86,93,14.88,JP
373,Bibiani,6.4635,-2.3194,overcast clouds,74.86,93,94,0.47,GH
374,Vila,42.0304,-8.1588,broken clouds,52.0,91,82,4.43,PT
375,Lincoln,40.8,-96.667,overcast clouds,55.99,33,90,18.41,US
376,Lorengau,-2.0226,147.2712,moderate rain,82.53,77,100,2.42,PG
377,Tingi,-11.3,35.0333,few clouds,60.42,93,14,2.77,TZ
378,Podor,16.6527,-14.9587,clear sky,87.8,33,0,4.61,MR
379,Novotroitsk,51.203,58.3266,moderate rain,46.4,71,0,8.95,RU
380,Poum,-20.2333,164.0167,broken clouds,78.33,77,70,10.13,NC
381,Upernavik,72.7868,-56.1549,overcast clouds,22.14,88,100,6.53,GL
382,Kaeo,-35.1,173.7833,overcast clouds,63.0,90,100,6.8,NZ
383,Adrar,20.5022,-10.0711,clear sky,78.98,12,0,11.54,MR
384,Batagay-Alyta,67.8006,130.4114,scattered clouds,1.54,79,33,3.18,RU
385,Karratha,-20.7377,116.8463,clear sky,74.19,28,0,13.29,AU
386,Yerbogachen,61.2767,108.0108,overcast clouds,26.58,89,100,12.41,RU
387,Oriximina,-1.7656,-55.8661,overcast clouds,76.51,90,90,2.15,BR
388,Xuddur,4.1213,43.8894,light rain,76.03,75,97,6.29,SO
389,Honningsvag,70.9821,25.9704,overcast clouds,35.47,61,96,12.93,NO
390,Burnie,-41.0667,145.9167,scattered clouds,53.01,68,35,7.0,AU
391,Lavrentiya,65.5833,-171.0,overcast clouds,33.8,71,92,1.92,RU
392,Havoysund,70.9963,24.6622,light snow,32.0,80,40,5.75,NO
393,Linxia,35.6003,103.2064,broken clouds,52.68,86,64,1.54,CN
394,Saint-Pierre,-21.3393,55.4781,moderate rain,77.0,73,90,11.5,RE
395,Port-Gentil,-0.7193,8.7815,overcast clouds,77.58,86,100,13.51,GA
396,Kongoussi,13.3258,-1.5347,broken clouds,88.2,38,64,6.69,BF
397,Ulagan,50.6321,87.9563,overcast clouds,17.49,93,100,1.63,RU
398,Sirsilla,18.3833,78.8333,overcast clouds,82.54,50,88,5.01,IN
399,Bambous Virieux,-20.3428,57.7575,moderate rain,77.0,94,75,6.91,MU
400,El Alto,-4.2714,-81.2147,overcast clouds,72.86,71,93,16.98,PE
401,Pochutla,15.7432,-96.4661,broken clouds,91.4,49,75,11.5,MX
402,Deputatskiy,69.3,139.9,overcast clouds,4.82,94,94,2.15,RU
403,Shahr-E Babak,30.1165,55.1186,scattered clouds,65.5,23,28,1.36,IR
404,Sochi,43.6,39.7303,clear sky,46.4,93,1,4.47,RU
405,Kyabe,9.4515,18.9449,broken clouds,89.98,31,64,7.16,TD
406,Codrington,-38.2667,141.9667,overcast clouds,56.01,72,100,11.86,AU
407,Luanda,-8.8368,13.2343,light rain,76.08,85,93,6.87,AO
408,Roma,43.2128,-75.4557,overcast clouds,39.2,48,90,20.71,US
409,Tual,-5.6667,132.75,broken clouds,84.18,71,71,9.22,ID
410,Yichun,47.7,128.9,overcast clouds,50.34,89,100,1.66,CN
411,Punta Alta,-38.8759,-62.0736,clear sky,64.18,64,1,9.86,AR
412,Sabang,5.8933,95.3214,overcast clouds,83.05,72,95,14.74,ID
413,Cap Malheureux,-19.9842,57.6142,light rain,75.99,87,100,3.0,MU
